门店ID,排名,地点名称,距离(km),配送次数,纬度,经度
BJW43,2,东软北京研发中心科研楼,0.86,32,40.0481,116.2814
BJW43,3,万家灯火大厦(南门),1.31,31,40.0541,116.2945
BJW43,4,百度科技园,1.37,26,40.0439,116.2731
BJW43,5,中电金信大厦,0.48,24,40.0445,116.2838
BJW43,6,数字谷,0.02,23,40.0431,116.2889
BJW43,7,国际与区域协同创新中心,1.49,20,40.0442,116.2717
BJW43,8,新浪总部大厦(西南门),1.23,20,40.0412,116.2749
BJW43,9,,1.54,20,40.0305,116.2816
BJW43,10,联想总部W1,1.47,18,40.044,116.2719
BJW43,11,联想总部(北京)园区,1.28,18,40.0465,116.2747
BJW43,12,新浪大厦,1.11,17,40.043,116.2761
BJW43,13,新浪总部大厦(西南门),1.25,17,40.0414,116.2746
BJW43,14,西北旺路10号院,1.45,15,40.0433,116.2721
BJW43,15,,0.95,15,40.0501,116.2828
BJW43,16,海淀幸福里,4.93,15,40.0819,116.2611
BJW43,17,万家灯火大厦(南门),1.31,15,40.0543,116.2938
BJW43,18,东软北京研发中心科研楼,0.85,15,40.0481,116.2815
BJW43,19,未名视通研发楼,0.97,15,40.0502,116.2826
BJW43,20,神州信息大厦,0.72,15,40.0469,116.2822
BJW43,21,弘源·新时代,1.54,15,40.0387,116.3063
BJW43,22,软通动力大厦,0.34,14,40.0444,116.2855
BJW43,23,自主创新大厦(南南门),1.76,14,40.0418,116.3097
BJW43,24,百度科技园,1.33,14,40.0435,116.2735
BJW43,25,讯飞大厦,0.89,14,40.0455,116.2991
BJW43,26,中行大厦(东北门),1.86,13,40.0358,116.2695
BJW43,27,滴滴湾流大厦,0.95,13,40.0501,116.2827
BJW43,28,,1.28,13,40.0543,116.2927
BJW43,29,亿城西山华府,1.53,12,40.0306,116.2816
BJW43,30,百度科技园2期,1.29,12,40.0422,116.274
BJW43,31,联想总部(北京)园区,1.28,12,40.0477,116.2753
BJW43,32,百度科技园2期,1.3,12,40.0424,116.2739
BJW43,33,启明星辰大厦,0.64,12,40.0488,116.2886
BJW43,34,,1.34,11,40.0462,116.2739
BJW43,35,新浪大厦,1.11,11,40.0414,116.2763
BJW43,36,海淀幸福里B区,4.78,10,40.0813,116.2634
BJW43,37,中关村软件园15号楼,0.81,10,40.0497,116.2931
BJW43,38,乐乎公寓(西二旗地铁站店),1.6,10,40.0532,116.3025
BJW43,39,,2.83,10,40.0184,116.2811
BJW43,40,新浪大厦,1.1,10,40.0415,116.2763
BJW43,41,联想总部W1,1.41,10,40.0463,116.2731
BJW43,42,中电金信大厦,0.48,10,40.047,116.2915
BJW43,43,幸福里润园北区,7.18,10,40.093,116.2356
BJW43,44,网易大楼,1.19,9,40.0442,116.2752
BJW43,45,,1.33,9,40.0444,116.2736
BJW43,46,,0.53,9,40.0448,116.2833
BJW43,47,燕秀园,2.83,9,40.0186,116.2801
BJW43,48,嘀嘀大厦B座,2.97,9,40.0675,116.2751
BJW43,49,,4.24,9,40.0627,116.2464
BJW43,50,百度科技园,1.24,9,40.0445,116.2747
BJW5,1,富力中心,0.08,44,39.8968,116.4607
BJW5,2,富力城D区,0.65,29,39.8957,116.453
BJW5,3,国贸世纪公寓,0.43,23,39.893,116.4576
BJW5,4,诚至小区,2.83,22,39.8723,116.4489
BJW5,5,瑞齿口腔(北京缤纷汇购物中心店),0.28,21,39.8941,116.4586
BJW5,6,华城SOHO,1.95,20,39.8871,116.441
BJW5,7,御景园,3.05,19,39.8687,116.462
BJW5,8,北京富力坊,0.3,19,39.8988,116.46
BJW5,9,北京二十二院街艺术区3号楼B座,0.68,19,39.8986,116.468
BJW5,10,时代国际嘉园,0.47,19,39.8949,116.4659
BJW5,11,世桥国贸公寓,0.48,19,39.8997,116.4637
BJW5,12,国贸世纪公寓,0.44,18,39.8929,116.4577
BJW5,13,北京富力坊,0.23,18,39.8982,116.4606
BJW5,14,巧思东澜公寓,2.89,18,39.8709,116.4689
BJW5,15,一轻大厦东区,0.79,17,39.8924,116.4685
BJW5,16,,0.64,17,39.8965,116.4682
BJW5,17,潘家园南里,2.84,17,39.8729,116.4469
BJW5,18,珠江帝景B区,1.79,16,39.8901,116.4801
BJW5,19,现代柏联大厦,1.77,16,39.9047,116.4432
BJW5,20,怡馨园,0.3,15,39.895,116.4574
BJW5,21,A派公寓,0.64,15,39.896,116.4531
BJW5,22,冠城名敦道B区,1.27,15,39.8915,116.4471
BJW5,23,合生国际家园西区,0.57,14,39.9002,116.4567
BJW5,24,苹果社区,0.78,14,39.8987,116.4692
BJW5,25,富力城D区,0.65,14,39.8958,116.453
BJW5,26,优士阁大厦B座,0.37,14,39.8929,116.4595
BJW5,27,,0.3,13,39.896,116.4571
BJW5,28,苹果社区南区,0.83,13,39.8981,116.47
BJW5,29,松榆东里社区,2.73,13,39.8747,116.4763
BJW5,30,富力城,0.49,13,39.8957,116.4549
BJW5,31,bluecity C座,0.87,13,39.8999,116.4696
BJW5,32,,0.23,13,39.896,116.458
BJW5,33,广泉小区(北门),0.77,13,39.8929,116.4526
BJW5,34,华腾北搪商务大厦,1.35,13,39.8851,116.4672
BJW5,35,富力双子座B座,0.19,12,39.8978,116.4608
BJW5,36,,0.19,12,39.8978,116.4607
BJW5,37,富力双子座B座,0.21,11,39.8979,116.4599
BJW5,38,富力城B区东区,0.22,11,39.8977,116.4592
BJW5,39,百环66街区,0.86,11,39.8893,116.4654
BJW5,40,TumbleKids(六壹广场店),1.59,11,39.8931,116.4424
BJW5,41,CBD国际大厦,1.2,11,39.9046,116.452
BJW5,42,艾维克大厦,1.01,11,39.9051,116.4627
BJW5,43,,1.85,11,39.8906,116.4811
BJW5,44,,1.13,10,39.8872,116.4544
BJW5,45,时代国际嘉园,0.42,10,39.8945,116.4651
BJW5,46,珠江帝景B区,1.87,10,39.8899,116.481
BJW5,47,,1.39,10,39.8966,116.4769
BJW5,48,,0.92,10,39.8882,116.4638
BJW5,49,北京国际财源中心B座,1.44,10,39.9077,116.453
BJW5,50,地杰·长安驿A座,1.78,10,39.9062,116.4445
HZW14,1,湘博府四区,3.33,33,30.1526,120.2614
HZW14,2,萧山科创中心A座,0.65,27,30.1867,120.2652
HZW14,3,锦粼云荟,2.46,23,30.1967,120.2878
HZW14,4,萧山科创中心A座,0.67,20,30.1868,120.265
HZW14,5,人民广场地铁站C2口,0.23,20,30.1799,120.268
HZW14,6,滨江·望涛月明,1.82,19,30.1963,120.2776
HZW14,7,通惠东方名府,2.21,18,30.1963,120.2846
HZW14,8,万象汇写字楼B座,0.16,18,30.1818,120.2705
HZW14,9,众安荷源府,3.58,17,30.1677,120.3024
HZW14,10,金二社区商贸综合楼(C区块),2.24,17,30.1994,120.2576
HZW14,11,融创·望海潮,1.66,16,30.194,120.2789
HZW14,12,庆丰拥涛府,1.84,15,30.1984,120.269
HZW14,13,众安荷源府,3.6,15,30.1673,120.3023
HZW14,14,万象汇写字楼A座,0.13,15,30.1823,120.2677
HZW14,15,望涛月明公寓,1.96,15,30.1979,120.2771
HZW14,16,欢腾金座,0.81,14,30.1888,120.2665
HZW14,17,,0.67,13,30.1869,120.2651
HZW14,18,北干一苑西区,0.45,13,30.1778,120.2686
HZW14,19,滨江·望涛月明,1.87,12,30.197,120.2773
HZW14,20,,1.58,12,30.1811,120.2525
HZW14,21,萧山农业大厦3幢,4.23,12,30.2198,120.27
HZW14,22,新青年公寓,5.11,12,30.1713,120.3206
HZW14,23,暖屋滨涛映月公寓,2.1,12,30.2001,120.2742
HZW14,24,万流新邸,1.41,11,30.1944,120.2709
HZW14,25,绿城·丁香公馆,2.89,11,30.1648,120.2462
HZW14,26,展望轩,1.58,11,30.1951,120.2747
HZW14,27,众安荷源府,3.55,11,30.1683,120.3023
HZW14,28,,7.2,11,30.123,120.2375
HZW14,29,绿城沁桂轩,2.45,10,30.203,120.276
HZW14,30,欣翠里东区,4.55,10,30.2044,120.3083
HZW14,31,雷迪森财富中心,2.27,10,30.2022,120.2686
HZW14,32,,3.11,10,30.1627,120.2452
HZW14,33,东南科技研发中心,1.1,9,30.1808,120.2575
HZW14,34,望涛月明公寓,2.02,9,30.1983,120.2776
HZW14,35,萧悦中御府,2.03,9,30.1826,120.29
HZW14,36,,3.79,9,30.1801,120.3083
HZW14,37,中赢金城里,2.5,9,30.1833,120.2429
HZW14,38,万象汇写字楼B座,0.04,8,30.1819,120.2693
HZW14,39,,1.44,8,30.1809,120.2539
HZW14,40,笨鸟Dē空气花园,6.98,8,30.1539,120.2039
HZW14,41,,1.8,8,30.1965,120.261
HZW14,42,,0.02,8,30.1818,120.2691
HZW14,43,壹间公寓·花屿观澜里,1.81,8,30.1968,120.2616
HZW14,44,,2.15,8,30.2003,120.2754
HZW14,45,开元名都,0.24,8,30.1799,120.27
HZW14,46,,3.77,8,30.1807,120.3081
HZW14,47,绿城沁桂轩,2.35,8,30.2022,120.2754
HZW14,48,,0.39,8,30.1803,120.2725
HZW14,49,,2.63,7,30.1774,120.2958
HZW14,50,,2.46,7,30.16,120.2647
GZW3,1,中信广场,0.09,46,23.1422,113.3248
GZW3,2,,0.11,23,23.1435,113.326
GZW3,3,荟雅苑,0.24,17,23.1422,113.3277
GZW3,4,中信大厦,0.14,15,23.1416,113.3248
GZW3,5,环贸天地,0.15,15,23.1417,113.3264
GZW3,6,中怡城市花园,0.16,15,23.1432,113.3269
GZW3,7,海航大厦北塔,0.11,14,23.1426,113.3244
GZW3,8,中怡城市花园,0.22,14,23.1436,113.3274
GZW3,9,隽语悦己公寓,2.37,14,23.1419,113.3023
GZW3,10,明丰商务中心,7.82,13,23.2128,113.3311
GZW3,11,博纳大厦(天源路辅路),4.39,13,23.1771,113.3465
GZW3,12,大都会广场,0.33,13,23.1416,113.3224
GZW3,13,天誉花园二期,0.21,13,23.1445,113.3259
GZW3,14,广工大五山教师村,1.48,12,23.1508,113.3369
GZW3,15,中信广场,0.07,12,23.1424,113.3248
GZW3,16,燕塘五十二号大院都市公寓,2.32,11,23.1635,113.3267
GZW3,17,,0.17,10,23.142,113.3269
GZW3,18,天伦控股大厦,0.66,10,23.1484,113.3272
GZW3,19,,0.2,10,23.1426,113.3235
GZW3,20,燕塘五十二号大院都市公寓,2.3,10,23.1633,113.3269
GZW3,21,天河金茂府东区,3.1,10,23.1704,113.3227
GZW3,22,嘉诚国际公寓,1.23,9,23.1382,113.3145
GZW3,23,帝都大厦,0.63,9,23.1482,113.3266
GZW3,24,广州环贸中心,0.17,8,23.1419,113.3269
GZW3,25,海航大厦,0.12,8,23.1435,113.3262
GZW3,26,大都会广场,0.31,8,23.1417,113.3226
GZW3,27,广州博贤阁青年公寓,1.39,8,23.1523,113.3167
GZW3,28,寰城中心广场,0.35,8,23.1421,113.3288
GZW3,29,中泰国际广场A座,0.81,8,23.1496,113.3231
GZW3,30,,0.66,8,23.1485,113.3268
GZW3,31,宏景台,0.65,8,23.1395,113.3308
GZW3,32,,0.19,7,23.1439,113.3267
GZW3,33,海航大厦,0.19,7,23.1426,113.3273
GZW3,34,侨林苑三期,0.53,7,23.1446,113.3302
GZW3,35,,0.11,7,23.1435,113.3261
GZW3,36,耀中广场A座,0.2,7,23.1443,113.3263
GZW3,37,,0.67,7,23.1466,113.3304
GZW3,38,广州环贸中心,0.09,6,23.142,113.326
GZW3,39,天誉花园一期,0.4,6,23.1462,113.3262
GZW3,40,嘉裕公馆,2.8,6,23.1177,113.3291
GZW3,41,中怡城市花园,0.25,6,23.1439,113.3275
GZW3,42,水荫宿舍38号大院,1.63,6,23.1397,113.3098
GZW3,43,太平洋保险大厦(天河北路),0.93,6,23.1418,113.3345
GZW3,44,,0.03,6,23.1425,113.3252
GZW3,45,友谊Outlets购物中心(时代广场),0.88,6,23.1403,113.3172
GZW3,46,,1.5,6,23.1522,113.3359
GZW3,47,,0.54,6,23.1475,113.3261
GZW3,48,协和新世界,1.3,5,23.1417,113.3381
GZW3,49,,0.36,5,23.1409,113.3225
GZW3,50,,1.91,5,23.1554,113.338
SHW60,1,西岸智塔西塔楼,0.29,53,31.1623,121.4582
SHW60,2,灿星大厦,0.17,34,31.165,121.4597
SHW60,3,灿星大厦,0.15,27,31.1649,121.4595
SHW60,4,阿里巴巴徐汇滨江园区D区,0.37,23,31.1653,121.4618
SHW60,5,灿星大厦,0.29,15,31.1634,121.4604
SHW60,6,西岸智塔西塔楼,0.38,15,31.1615,121.4578
SHW60,7,东航·滨江中心T1座,0.17,15,31.1655,121.4563
SHW60,8,滨江城开中心,0.53,14,31.1696,121.4586
SHW60,9,百汇园一期,0.95,13,31.1729,121.4615
SHW60,10,GATE M 西岸凤巢,0.28,12,31.1634,121.4603
SHW60,11,源点大厦,0.22,12,31.1661,121.4598
SHW60,12,上海徐汇滨江诺富特公寓,1.2,10,31.1609,121.4462
SHW60,13,上海龙华会T3,1.06,10,31.1738,121.4541
SHW60,14,东航·滨江中心T1座,0.18,10,31.1655,121.4562
SHW60,15,东航·滨江中心,0.13,10,31.1648,121.4566
SHW60,16,LUMINA星扬西岸中心,0.48,9,31.1616,121.4612
SHW60,17,怡乐家园邻里汇,0.51,9,31.1672,121.4533
SHW60,18,麦当劳中国总部大楼,0.88,9,31.1587,121.4637
SHW60,19,诺布中心,0.6,8,31.1608,121.462
SHW60,20,源点大厦1号楼,0.27,8,31.1662,121.4604
SHW60,21,西岸智塔西塔楼,0.3,7,31.1622,121.4582
SHW60,22,源点大厦1号楼,0.32,7,31.1668,121.4605
SHW60,23,灿星大厦,0.12,7,31.1651,121.4592
SHW60,24,LUMINA2 星瀚广场,0.63,6,31.1593,121.4587
SHW60,25,阿里巴巴徐汇滨江园区X区,0.42,6,31.164,121.4622
SHW60,26,,0.42,6,31.1644,121.4623
SHW60,27,航汇大厦,0.15,6,31.1636,121.4577
SHW60,28,东航·滨江中心T1座,0.34,6,31.1641,121.4545
SHW60,29,百汇园一期,0.78,5,31.1717,121.46
SHW60,30,枫林国际·汇创谷科研大楼,1.34,5,31.1586,121.4459
SHW60,31,LUMINA星扬西岸中心,0.67,5,31.161,121.4633
SHW60,32,金龙花苑茶花园,0.54,5,31.1696,121.4566
SHW60,33,绿地汇中心A座,0.07,5,31.1654,121.4575
SHW60,34,腾讯,0.41,5,31.1615,121.4596
SHW60,35,东航·滨江中心T1座,0.23,5,31.1645,121.4556
SHW60,36,,0.18,5,31.1657,121.4563
SHW60,37,,0.14,5,31.1637,121.4577
SHW60,38,LUMINA2 星瀚广场,0.55,5,31.16,121.4586
SHW60,39,,0.14,4,31.1661,121.4574
SHW60,40,阿里巴巴徐汇滨江园区X区,0.42,4,31.1638,121.4622
SHW60,41,西岸智塔西塔楼,0.31,4,31.1621,121.4583
SHW60,42,石龙春晓A区,1.69,4,31.1581,121.4421
SHW60,43,融创徐汇滨江壹号,0.83,4,31.1577,121.4557
SHW60,44,百汇园二期,1.15,4,31.1752,121.4594
SHW60,45,,0.33,4,31.1655,121.4614
SHW60,46,保利·滨江天珺,0.72,4,31.1588,121.4553
SHW60,47,航汇大厦,0.15,4,31.1636,121.4578
SHW60,48,东航·滨江中心,0.14,4,31.1649,121.4565
SHW60,49,绿地·汇中心B座,0.06,4,31.1647,121.4574
SHW60,50,,1.43,4,31.1554,121.4478
CDW12,1,皇庭国际中心A座,0.54,35,30.5553,104.0663
CDW12,2,,0.2,24,30.5563,104.0613
CDW12,3,国窖大厦,0.73,23,30.5517,104.0633
CDW12,4,成达大厦,0.97,16,30.553,104.0699
CDW12,5,中洲锦城湖岸2期,0.81,15,30.5628,104.0552
CDW12,6,必胜客(IMC国际广场店),0.14,15,30.5591,104.0625
CDW12,7,成都盛捷服务公寓酒店,0.05,14,30.5577,104.0619
CDW12,8,汇城港湾,2.06,13,30.5466,104.0785
CDW12,9,高新创合中心,0.03,13,30.5579,104.0618
CDW12,10,无国界3期,1.13,13,30.5481,104.0636
CDW12,11,成都蓉城南居公寓酒店(世纪城新会展中心店),1.2,12,30.5478,104.0579
CDW12,12,天府软件园A区,1.32,12,30.5488,104.0702
CDW12,13,新希望国际,1.45,12,30.5459,104.0669
CDW12,14,,0.55,12,30.5554,104.0665
CDW12,15,华西证券总部综合办公楼,0.71,11,30.5519,104.0635
CDW12,16,天府软件园4期,2.38,11,30.5374,104.0552
CDW12,17,天悦府,0.55,11,30.5593,104.0561
CDW12,18,,1.01,11,30.5597,104.072
CDW12,19,先锋·若水居,0.17,11,30.5596,104.0617
CDW12,20,东方希望天祥广场A座,0.88,11,30.5524,104.068
CDW12,21,中央草坪,0.34,10,30.5554,104.0632
CDW12,22,环金商业广场(领地环球金融中心A座店),0.86,10,30.5505,104.0633
CDW12,23,,0.3,10,30.5578,104.0585
CDW12,24,成都熊猫先生公寓(锦城大道分店),2.2,10,30.5723,104.0776
CDW12,25,麓尚酒店公寓(成都世纪城会展中心店),1.2,10,30.5479,104.0574
CDW12,26,SKY177云端公馆,0.19,10,30.5564,104.0613
CDW12,27,,0.81,9,30.554,104.0547
CDW12,28,馨康花园,2.76,9,30.5467,104.0872
CDW12,29,成都江滩公园,1.75,9,30.5545,104.0794
CDW12,30,,1.32,9,30.5475,104.0679
CDW12,31,高新创合中心,0.01,9,30.5581,104.0617
CDW12,32,通威国际中心,1.02,9,30.5503,104.0672
CDW12,33,天府软件园C区C7楼,2.25,9,30.5403,104.0729
CDW12,34,竹枝韵茶楼(金控时代广场店),0.53,9,30.5533,104.0613
CDW12,35,馨康花园,2.8,8,30.5466,104.0876
CDW12,36,,0.14,8,30.5571,104.0626
CDW12,37,玖源大厦,1.55,8,30.5445,104.0651
CDW12,38,星辰国际A座25座,0.42,8,30.5577,104.0573
CDW12,39,四川富润国际广场,0.68,8,30.552,104.0612
CDW12,40,仁美熙和府,3.81,8,30.5576,104.1014
CDW12,41,,4.41,8,30.5317,104.096
CDW12,42,,1.19,7,30.5475,104.0631
CDW12,43,财智中心2栋B座,1.65,7,30.5433,104.0622
CDW12,44,成都月牙湖酒店(新世纪环球购物中心店),0.22,7,30.5564,104.0605
CDW12,45,,0.74,7,30.5538,104.0676
CDW12,46,四川发展大厦,0.87,7,30.5505,104.064
CDW12,47,天荟,0.74,7,30.5517,104.0594
CDW12,48,,1.17,7,30.5488,104.0673
CDW12,49,,1.75,7,30.5554,104.0796
CDW12,50,,0.69,7,30.5585,104.0545
SHW47,1,文华苑4期,0.78,31,31.2786,121.4191
SHW47,2,阳城贵都,0.62,26,31.2853,121.4261
SHW47,3,五冶公寓·初里,0.58,23,31.2747,121.4283
SHW47,4,江程资产大厦,0.07,19,31.2794,121.4277
SHW47,5,凯旋华庭,2.35,16,31.2721,121.4042
SHW47,6,金华苑南区,2.06,12,31.2747,121.4064
SHW47,7,向阳900,0.55,12,31.2824,121.4222
SHW47,8,检测认证彭浦产业园,1.61,11,31.2934,121.4213
SHW47,9,锦华苑,1.1,10,31.2732,121.4186
SHW47,10,徐记生煎(龙潭小区沪太路1170弄店),0.34,9,31.277,121.426
SHW47,11,浦联佳苑,0.67,9,31.2849,121.4234
SHW47,12,中环一号,2.53,9,31.2925,121.405
SHW47,13,宁家公寓(星光耀店),0.11,8,31.2789,121.427
SHW47,14,宁家公寓(星光耀店),0.08,8,31.2791,121.427
SHW47,15,链尚国际大楼,0.13,8,31.2787,121.4271
SHW47,16,,0.58,8,31.2827,121.4221
SHW47,17,华灵路881弄,0.47,8,31.2814,121.4226
SHW47,18,龙潭小区沪太路1170弄,0.43,8,31.2761,121.4259
SHW47,19,阳城世家苑,0.12,7,31.2809,121.4271
SHW47,20,绿苑公寓,0.72,7,31.2775,121.4342
SHW47,21,绿地商务大厦,1.51,7,31.2663,121.4284
SHW47,22,永久1940·iHUB创意产业,2.68,7,31.2986,121.4095
SHW47,23,,0.4,7,31.2801,121.423
SHW47,24,贺海创新中心,2.94,7,31.3033,121.4129
SHW47,25,新世纪大学生村,5.36,6,31.3133,121.3865
SHW47,26,乾溪二村,3.59,6,31.3068,121.4064
SHW47,27,锦泰苑(祁连山路),6.12,6,31.317,121.3796
SHW47,28,阳城书院,0.74,6,31.282,121.4346
SHW47,29,青春社区,0.73,6,31.2785,121.4347
SHW47,30,大华虎城·第三空间,1.73,6,31.2718,121.4116
SHW47,31,,1.04,6,31.2791,121.4381
SHW47,32,,5.41,6,31.3246,121.4049
SHW47,33,大华·朗香公园里西区,5.05,6,31.3206,121.4038
SHW47,34,,0.6,5,31.2747,121.4292
SHW47,35,中星馨恒苑,1.9,5,31.2969,121.4268
SHW47,36,米谷产业,2.64,5,31.2962,121.4071
SHW47,37,,2.39,5,31.2986,121.4148
SHW47,38,,0.49,5,31.2798,121.422
SHW47,39,,0.47,5,31.276,121.4252
SHW47,40,智富中环尚城领御,3.01,5,31.2846,121.396
SHW47,41,汇丰,0.45,5,31.28,121.4224
SHW47,42,东芝星级生活馆(红星美凯龙汶水商场店),1.18,5,31.2893,121.4215
SHW47,43,永和二村高平路774弄,1.28,5,31.2913,121.4284
SHW47,44,招商·中环华府,4.51,5,31.304,121.3891
SHW47,45,,1.85,5,31.2965,121.4268
SHW47,46,,0.36,5,31.2819,121.4242
SHW47,47,德必·大华里,0.37,5,31.28,121.4233
SHW47,48,大华一村,0.19,5,31.2804,121.4253
SHW47,49,,5.01,5,31.305,121.3834
SHW47,50,,0.57,5,31.2747,121.4268
QDW1,1,如家精选酒店(青岛五四广场地铁站市政府店),0.59,25,36.0632,120.3833
QDW1,2,青岛香格里拉中心,0.22,20,36.0648,120.3787
QDW1,3,读寓B座(水清沟地铁站店),7.17,18,36.131,120.3716
QDW1,4,华润大厦A座,0.33,18,36.0695,120.377
QDW1,5,远洋滨海花园,2.31,18,36.0599,120.4027
QDW1,6,青岛海信广场,1.76,16,36.0603,120.3963
QDW1,7,中韦文创产业园,2.0,15,36.076,120.3593
QDW1,8,台湾巷弄,2.26,15,36.0799,120.3592
QDW1,9,悦府1期,0.35,14,36.069,120.3757
QDW1,10,云游美宿公寓(增城路分店),2.55,14,36.0534,120.4014
QDW1,11,青岛未晚民宿(中央商务区万达CBD店),3.12,14,36.0934,120.3894
QDW1,12,伟东·世奥国际,0.97,13,36.0645,120.3888
QDW1,13,青岛国际金融中心,1.61,12,36.0657,120.3963
QDW1,14,Summer街舞工作室(中铁青岛中心大厦店),0.4,12,36.0636,120.3804
QDW1,15,华润大厦A座,0.32,12,36.0695,120.3773
QDW1,16,青岛海天中心,1.43,11,36.0564,120.369
QDW1,17,贝尔酒店(青岛五四广场万象城店),0.38,11,36.0636,120.3799
QDW1,18,逍遥居,2.13,10,36.0738,120.4004
QDW1,19,中央国际,0.69,10,36.073,120.3783
QDW1,20,都市118(如东路),1.64,10,36.0803,120.3857
QDW1,21,悦府2期,0.2,10,36.0669,120.3762
QDW1,22,天福宜家,3.86,10,36.0844,120.3414
QDW1,23,柏丽·澜庭,2.2,10,36.0558,120.3988
QDW1,24,,2.03,10,36.0632,120.4006
QDW1,25,,2.26,9,36.0514,120.362
QDW1,26,国华大厦B座,0.29,9,36.0694,120.3788
QDW1,27,悦府1期,0.3,9,36.0685,120.3758
QDW1,28,消防公寓,1.42,9,36.0786,120.3845
QDW1,29,青岛海天中心,1.37,9,36.0567,120.3697
QDW1,30,星澜酒店(青岛台东步行街万达广场店),2.32,9,36.0806,120.359
QDW1,31,,0.76,9,36.0601,120.3764
QDW1,32,,1.96,9,36.084,120.3831
QDW1,33,盐城路19号院,0.49,9,36.0669,120.373
QDW1,34,东海路9号,0.76,8,36.0602,120.3763
QDW1,35,青岛五四广场海景美仑国际酒店,0.82,8,36.0652,120.3873
QDW1,36,芙蓉花园,3.29,8,36.0956,120.3865
QDW1,37,青岛万象城1期,0.08,8,36.0672,120.3777
QDW1,38,,2.71,8,36.0618,120.4079
QDW1,39,王家下河东区,14.75,8,36.1701,120.4814
QDW1,40,,1.54,8,36.0724,120.3627
QDW1,41,,4.44,8,36.0621,120.3293
QDW1,42,北海花园,0.81,8,36.0739,120.3803
QDW1,43,浮新小区东区(西北门),5.08,8,36.1035,120.412
QDW1,44,,3.47,8,36.0969,120.3886
QDW1,45,,0.02,8,36.067,120.3784
QDW1,46,长山路小区,5.03,8,36.0854,120.3274
QDW1,47,CBD首府,2.76,8,36.0916,120.3768
QDW1,48,青岛中央商务区亚朵轻居酒店,2.85,8,36.0924,120.3769
QDW1,49,青岛华润中心-南区,0.19,8,36.066,120.3765
QDW1,50,,2.36,7,36.0876,120.3733
BJW41,1,泰康集团大厦,0.41,56,39.9112,116.4677
BJW41,2,北京第一机床厂宿舍,0.37,29,39.908,116.4681
BJW41,3,国寿金融中心,0.28,26,39.9108,116.4692
BJW41,4,万达广场10号楼,0.24,23,39.9112,116.4703
BJW41,5,华贸写字楼3座,0.86,17,39.9093,116.4821
BJW41,6,后现代城A区,1.7,15,39.9004,116.488
BJW41,7,万达广场CBD店北区公寓(西区),0.2,15,39.9112,116.4713
BJW41,8,温特莱中心B座,0.54,14,39.9127,116.4767
BJW41,9,华贸公寓南区,0.75,14,39.9105,116.4807
BJW41,10,中信大厦(北门),0.69,14,39.9134,116.4657
BJW41,11,万达文华商务中心,0.16,14,39.9091,116.4702
BJW41,12,郎园ViNTAGE18号楼A座,0.39,14,39.9066,116.4694
BJW41,13,,0.7,13,39.9157,116.4703
BJW41,14,人民日报社报刊综合业务楼,1.14,13,39.9197,116.4705
BJW41,15,金地国际花园,0.25,13,39.9107,116.4745
BJW41,16,温特莱中心A座,0.6,13,39.9132,116.4771
BJW41,17,中信大厦(1号门),0.75,12,39.9138,116.4653
BJW41,18,华贸写字楼1座,0.64,12,39.9093,116.4795
BJW41,19,,0.64,12,39.9067,116.4786
BJW41,20,三星大厦,0.69,12,39.9122,116.4647
BJW41,21,丽水嘉园(朝阳公园南路),2.79,12,39.9326,116.4849
BJW41,22,安联大厦(呼家楼西里南街),1.48,12,39.9212,116.4637
BJW41,23,世贸大厦TOWER B,0.22,11,39.9076,116.4713
BJW41,24,,0.32,11,39.9112,116.469
BJW41,25,国寿金融中心,0.32,11,39.9111,116.4689
BJW41,26,招商银行(北京万达广场支行),0.1,11,39.9101,116.4711
BJW41,27,,0.65,11,39.9068,116.4652
BJW41,28,屈臣氏(华贸购物中心店),0.81,11,39.909,116.4815
BJW41,29,中国第一商城,0.7,11,39.9127,116.4649
BJW41,30,万达广场C座(建国路辅路),0.17,10,39.9091,116.4701
BJW41,31,华贸写字楼1座,0.66,10,39.9094,116.4797
BJW41,32,京仪大厦,0.12,10,39.9101,116.4708
BJW41,33,华贸写字楼3座,0.83,10,39.9103,116.4817
BJW41,34,阳光100国际公寓,0.42,10,39.9126,116.4748
BJW41,35,,0.82,9,39.9103,116.4816
BJW41,36,,0.32,9,39.9121,116.4703
BJW41,37,金隅·大成国际中心B1座,2.09,9,39.8995,116.4927
BJW41,38,光辉南里小区,0.43,9,39.9057,116.4728
BJW41,39,,0.33,9,39.9112,116.4689
BJW41,40,,0.67,9,39.9133,116.4659
BJW41,41,国贸写字楼1座,1.16,8,39.9095,116.4584
BJW41,42,华贸公寓南区,0.71,8,39.9106,116.4802
BJW41,43,华夏银行北京自贸试验区国际商务服务片区支行,0.34,8,39.9066,116.4709
BJW41,44,华贸写字楼3座,0.85,8,39.9093,116.482
BJW41,45,德乾信源企业孵化器,1.45,8,39.9176,116.4853
BJW41,46,阳光100B座,0.39,8,39.912,116.4753
BJW41,47,,1.15,7,39.9197,116.4698
BJW41,48,,1.56,7,39.9175,116.4871
BJW41,49,,0.43,7,39.9074,116.4763
BJW41,50,阳光100国际公寓E座,0.41,7,39.9128,116.4742
SHW86,1,新研大厦,0.64,49,31.1729,121.4046
SHW86,2,华鑫慧享城B区8栋,0.23,42,31.1706,121.4079
SHW86,3,H88越虹广场A座,0.28,37,31.1719,121.4104
