门店ID,排名,地点名称,距离(km),配送次数
SHW113,47,美康维科创产业园,3.19,8
SHW113,48,溪谷墅,0.83,8
SHW113,49,香樟苑,2.11,8
SHW113,50,秀森大厦,1.57,8
SHW77,1,中信泰富广场,0.08,58
SHW77,2,嘉地中心,0.32,49
SHW77,3,上海恒隆广场,0.15,40
SHW77,4,中国银行(上海市恒隆广场支行),0.09,40
SHW77,5,骏豪国际公寓,0.01,33
SHW77,6,恒隆广场2期,0.18,33
SHW77,7,中国银行(上海市恒隆广场支行),0.07,33
SHW77,8,中国银行(上海市恒隆广场支行),0.09,29
SHW77,9,中信银行(中信泰富广场支行),0.08,26
SHW77,10,恒隆广场1期,0.15,23
SHW77,11,InPoint,0.6,18
SHW77,12,兴业太古汇香港兴业中心2座,0.79,18
SHW77,13,锦沧文华,0.23,17
SHW77,14,恒隆广场2期,0.18,17
SHW77,15,恒隆广场2期,0.17,16
SHW77,16,静安国际广场,0.71,15
SHW77,17,南阳小区,0.37,15
SHW77,18,兴业太古汇,0.79,15
SHW77,19,兴业太古汇香港兴业中心1座,0.81,15
SHW77,20,嘉地中心,0.31,15
SHW77,21,洪安大厦,0.75,14
SHW77,22,东方投资大厦,0.84,14
SHW77,23,联谊·西康大厦,1.02,13
SHW77,24,伯龙公寓,0.81,13
SHW77,25,恒隆广场1期,0.14,13
SHW77,26,恒隆广场1期,0.14,13
SHW77,27,骏豪国际公寓,0.03,13
SHW77,28,常德路545弄小区,0.81,13
SHW77,29,中创大厦(吴江路),0.61,12
SHW77,30,国旅大厦(北京西路),0.35,12
SHW77,31,凯迪克大厦,0.36,12
SHW77,32,兴业太古汇,0.79,12
SHW77,33,申银发展大厦,0.72,12
SHW77,34,静安豪景苑,0.84,11
SHW77,35,东方海外大厦,0.61,11
SHW77,36,沁园村,0.56,11
SHW77,37,上海兴业大厦,0.25,11
SHW77,38,香港兴业太古汇办公1期,0.78,11
SHW77,39,晶采世纪大厦,0.62,11
SHW77,40,南阳小区,0.4,10
SHW77,41,静安豪景苑,0.9,10
SHW77,42,嘉地中心,0.33,10
SHW77,43,西王小区,0.66,10
SHW77,44,亚盛大厦(江宁路),0.3,10
SHW77,45,静安新时代大厦,0.56,10
SHW77,46,永嘉第一小区,1.25,10
SHW77,47,大兴里,0.75,9
SHW77,48,重华新村,0.19,9
SHW77,49,伯龙公寓,0.82,9
SHW77,50,常德路545弄小区,0.82,9
SUZW7,1,和泰都市生活广场,4.46,36
SUZW7,2,中海大厦,0.39,32
SUZW7,3,摩添坊,0.83,29
SUZW7,4,柒禧行政酒店公寓(苏州金鸡湖博览中心店),0.76,28
SUZW7,5,玲东花园,3.26,26
SUZW7,6,元联金融中心,1.77,22
SUZW7,7,星巴克(苏州协鑫广场),0.19,21
SUZW7,8,HERE留下公寓(星湖街分店),1.15,20
SUZW7,9,[],2.51,18
SUZW7,10,御苑家园东区,11.61,16
SUZW7,11,E-HOME共享·家,1.45,16
SUZW7,12,苏州国际金融中心东区,0.25,16
SUZW7,13,现代传媒广场,1.97,15
SUZW7,14,星合广场2座,0.13,14
SUZW7,15,苏州国际金融中心东区,0.32,13
SUZW7,16,苏州泊悦澜庭,1.12,13
SUZW7,17,苏州泊悦澜庭,1.12,13
SUZW7,18,招银大厦(万盛街),1.29,13
SUZW7,19,诚品居所,0.45,13
SUZW7,20,苏州优宜家行政公寓(金鸡湖圆融时代广场店),1.12,12
SUZW7,21,旺墩道135融盛商务中心,1.5,12
SUZW7,22,苏作馆园区中环广场店,0.55,12
SUZW7,23,鸟王烧鸟(苏州协鑫广场),0.19,11
SUZW7,24,苏州畔湖倾城公寓(金鸡湖博览中心店),0.65,11
SUZW7,25,星合广场2座,0.14,11
SUZW7,26,国金大厦,0.28,11
SUZW7,27,苏州金鸡湖博览中心瑞贝庭公寓酒店,0.52,10
SUZW7,28,依顿·花园,2.36,10
SUZW7,29,联东U谷苏州总部基地大厦,2.59,10
SUZW7,30,理想创新大厦,2.72,10
SUZW7,31,星合广场2座,0.11,10
SUZW7,32,宁波银行大厦,1.73,10
SUZW7,33,[],1.23,10
SUZW7,34,拾壹雅苑(苏州协鑫广场店),0.22,10
SUZW7,35,九龙仓时代上城一区,3.89,9
SUZW7,36,苏州九龙医院公寓,1.53,9
SUZW7,37,中国太平金融大厦,0.52,9
SUZW7,38,中国工商银行苏州分行办公大楼,1.71,9
SUZW7,39,春到湖畔广场,0.67,9
SUZW7,40,星巴克(苏州协鑫广场),0.2,9
SUZW7,41,恒银大厦,1.63,9
SUZW7,42,苏州银行大厦,1.53,8
SUZW7,43,中央景城,1.23,8
SUZW7,44,时代广场地铁站6号口,0.4,8
SUZW7,45,绿地·森纳丽缇,1.96,7
SUZW7,46,星合广场TOWER1,0.09,7
SUZW7,47,国金大厦,0.29,7
SUZW7,48,苏州泊悦澜庭,1.11,7
SUZW7,49,破立咖啡啤酒屋(苏州文博广场商业中心店),0.86,7
SUZW7,50,元联金融中心,1.73,7
SHW120,1,金桥出口加工区15区,1.98,32
SHW120,2,江程锦绣大厦,2.16,30
SHW120,3,锦绣申江金桥华虹创新园31栋,2.06,24
SHW120,4,[],3.32,24
SHW120,5,东方万国企业中心A2栋,1.66,22
SHW120,6,天物空间,0.45,22
SHW120,7,5G未来中心,2.83,21
SHW120,8,金桥现代产业服务园区9号楼,1.48,21
SHW120,9,上海金桥中环碧云庭服务公寓,2.3,20
SHW120,10,慧谷boss,0.62,20
SHW120,11,东方万国企业中心E2栋,1.87,19
SHW120,12,office park 金海园,1.08,19
SHW120,13,浦开仁恒·金桥世纪二期,4.63,19
SHW120,14,5G未来中心,2.8,18
SHW120,15,金枫豪苑,7.44,17
SHW120,16,上海湖北大厦,1.5,17
SHW120,17,金桥华虹创新园16号楼,2.13,17
SHW120,18,上海金桥钻石碧云苑服务公寓,1.87,16
SHW120,19,禹洲金桥国际3期1号楼,0.92,16
SHW120,20,天物空间,0.38,16
SHW120,21,金桥现代产业服务园区,1.26,16
SHW120,22,碧云艺墅,1.84,16
SHW120,23,金桥智造·金港园,1.0,16
SHW120,24,金鼎首府,4.3,15
SHW120,25,新金桥大厦,1.39,15
SHW120,26,东方万国企业中心B1栋,1.65,15
SHW120,27,office park 金海园,1.18,15
SHW120,28,金桥现代产业服务园区,1.33,15
SHW120,29,5G未来中心,2.69,14
SHW120,30,由度金闽园,2.31,14
SHW120,31,5G未来中心,2.66,14
SHW120,32,碧云庭-15号楼,2.47,14
SHW120,33,银桥花苑,1.75,14
SHW120,34,上海国际财富中心南塔,1.29,14
SHW120,35,浦东建设德勤园,0.99,14
SHW120,36,中惠广场A楼,0.59,13
SHW120,37,碧云国际,0.29,13
SHW120,38,怡亚通广场B座,2.35,13
SHW120,39,金桥现代产业服务园区9号楼,1.43,13
SHW120,40,浦东民航大厦,1.52,13
SHW120,41,[],2.65,13
SHW120,42,金桥创科园,1.16,13
SHW120,43,金桥现代产业服务园区9号楼,1.36,12
SHW120,44,杉达大厦,0.69,12
SHW120,45,诺一公寓,1.44,12
SHW120,46,金桥智造·金港园,1.1,12
SHW120,47,上海碧云花园服务公寓碧云国际社区店,1.92,12
SHW120,48,银桥大厦,0.45,12
SHW120,49,上海金桥钻石碧云苑服务公寓大堂,1.89,12
SHW120,50,金东名苑东区,1.56,12
SHW25,1,宝矿洲际商务中心,0.11,27
SHW25,2,达邦协作广场,0.12,15
SHW25,3,恒汇国际大厦,0.3,13
SHW25,4,洲际办公楼,0.11,12
SHW25,5,联通国际大厦,0.5,10
SHW25,6,企业中心第二座,0.39,8
SHW25,7,南草坪,0.7,8
SHW25,8,宝矿洲际商务中心,0.13,7
SHW25,9,达邦协作广场,0.11,7
SHW25,10,中房华东大厦,0.42,7
SHW25,11,上海人才大厦,0.58,7
SHW25,12,裕年大厦,0.14,7
SHW25,13,企业广场(梅园路),0.27,7
SHW25,14,达邦协作广场,0.12,7
SHW25,15,金融街融府,1.16,7
SHW25,16,句容小区,0.62,7
SHW25,17,联合售票大楼B楼,0.49,6
SHW25,18,丽丰天际中心,0.5,6
SHW25,19,达邦协作广场,0.07,5
SHW25,20,环智国际大厦,0.02,5
SHW25,21,环智国际大厦,0.02,5
SHW25,22,句容小区,0.61,5
SHW25,23,新理想大厦,0.94,5
SHW25,24,KS米高轮滑滑板(五月花生活广场店),1.33,4
SHW25,25,上海房建公寓段庐峰宿舍,0.58,4
SHW25,26,汉庭酒店(上海火车站北广场店),1.28,4
SHW25,27,静安国际中心A座,0.08,4
SHW25,28,洪安大厦,1.11,4
SHW25,29,秋水云庐,0.7,4
SHW25,30,企业广场(梅园路),0.26,4
SHW25,31,金岸610,0.49,4
SHW25,32,出山纪·贵州山里菜(上海金融街购物中心店),0.93,4
SHW25,33,苏河1号华森钻石商务广场A座,0.48,4
SHW25,34,静安国际中心B座,0.16,4
SHW25,35,中兴财富国际公寓,1.31,3
SHW25,36,展望大厦,1.04,3
SHW25,37,静安国际中心B座,0.15,3
SHW25,38,静安河滨花园,0.41,3
SHW25,39,员宿公寓,1.68,3
SHW25,40,静安国际中心B座,0.15,3
SHW25,41,宝矿洲际商务中心,0.17,3
SHW25,42,裕年大厦,0.16,3
SHW25,43,Intercontinental 上海静安洲际行政公寓,0.4,3
SHW25,44,上海邮电大厦转运楼(长安路2),0.49,3
SHW25,45,财富时代大厦,1.16,3
SHW25,46,卓悦居民立路289弄,0.31,3
SHW25,47,联通国际大厦C座,0.49,3
SHW25,48,达邦协作广场,0.12,3
SHW25,49,中华新路1140弄,1.43,3
SHW25,50,长安大厦住宅楼,0.26,3
BJW25,1,科群大厦(南门),1.72,46
BJW25,2,高思教育大厦,0.58,38
BJW25,3,清华大学清华园文化创意园,1.13,36
BJW25,4,科大天工大厦B座,1.41,33
BJW25,5,启迪科技大厦D座,0.68,33
BJW25,6,红杉国际现代一居,1.2,30
BJW25,7,AI原点社区A座,0.34,27
BJW25,8,泰兴大厦(花园东路),2.82,25
BJW25,9,融科资讯中心C座北楼,1.43,24
BJW25,10,蓝旗营小区,1.2,23
BJW25,11,清华大学紫荆学生公寓22号楼,2.06,23
BJW25,12,清华大学紫荆学生公寓21号楼,2.12,23
BJW25,13,财智国际大厦B座,0.59,23
BJW25,14,清华大学紫荆学生公寓23号楼,1.99,22
BJW25,15,科建大厦,0.85,22
BJW25,16,成府路20号院,0.51,21
BJW25,17,清华大学紫荆学生公寓19号楼,2.26,21
BJW25,18,北京林业大学青年教师公寓楼,1.01,21
BJW25,19,启迪科技大厦B座,0.69,21
BJW25,20,启迪科技大厦C座,0.75,20
BJW25,21,龙湖熙典华庭,0.47,19
BJW25,22,贯通大厦,2.06,19
BJW25,23,清华大学祖龙广场,1.67,19
BJW25,24,长城电脑大厦,1.68,18
BJW25,25,威盛大厦,0.84,18
BJW25,26,科大天工大厦A座,1.47,18
BJW25,27,双清苑,2.37,18
BJW25,28,清华同方科技广场D座,0.7,17
BJW25,29,北京航空航天大学学院路校区绿园,1.0,16
BJW25,30,清华大学吕大龙楼,1.34,16
BJW25,31,学研大厦C座,0.87,16
BJW25,32,贯通大厦,2.04,16
BJW25,33,五道口嘉园,0.21,16
BJW25,34,清华大学清华园文化创意园,1.25,15
BJW25,35,清华大学双清公寓南楼,1.97,15
BJW25,36,屈臣氏(五道口购物中心店),0.06,15
BJW25,37,北京大学中关新园2号楼,1.82,14
BJW25,38,北大科技大厦(南门),2.0,14
BJW25,39,清华大学学生宿舍,1.78,14
BJW25,40,东王庄小区11号楼,1.0,14
BJW25,41,原点大厦B座,0.44,14
BJW25,42,北京航空航天大学学院路校区世宁大厦,1.33,14
BJW25,43,京东科技大厦,1.87,14
BJW25,44,中国地质大学(北京)女生宿舍,0.78,14
BJW25,45,紫光大楼,0.79,14
BJW25,46,中关村北一条三号院,0.96,14
BJW25,47,清华大学双清公寓,2.13,14
BJW25,48,北京语言大学宿舍,0.49,13
BJW25,49,清华大学紫荆学生公寓4号楼,2.28,13
BJW25,50,大唐科研大厦,1.88,13
NJW8,1,南京大学仙林校区学生公寓5幢,3.14,57
NJW8,2,[],3.64,26
NJW8,3,南京仙林智谷3期,4.99,24
NJW8,4,融筑儒林花园,5.19,23
NJW8,5,南京白日方舟公寓,2.1,18
NJW8,6,百家汇创新社区,3.68,17
NJW8,7,智荟港,2.65,17
NJW8,8,金鹰湖滨天地,0.09,17
NJW8,9,翠屏水晶广场,8.77,16
NJW8,10,江悦润府A区,5.22,16
NJW8,11,南京大学仙林校区学生公寓19幢,3.65,14
NJW8,12,东方天郡东区,0.45,13
NJW8,13,感动科技研发楼,2.55,13
NJW8,14,[],3.23,13
NJW8,15,万科·紫辰光年,3.02,12
NJW8,16,南京师范大学仙林校区东苑,1.04,12
NJW8,17,东南青年汇广场,0.54,12
NJW8,18,[],0.99,12
NJW8,19,南京大学仙林校区学生公寓19幢,3.65,12
NJW8,20,玄武大道69918号院,3.57,12
NJW8,21,沁兰雅筑,2.17,11
NJW8,22,王和李·海鲜火锅大排档(美糖广场店),0.76,10
NJW8,23,东城汇COCO(文苑路店),1.66,10
NJW8,24,招商蛇口·紫金智谷总部园,3.42,10
NJW8,25,南京师范大学仙林校区西苑16栋,1.71,10
NJW8,26,紫金科技创业特别社区,2.99,10
NJW8,27,南京师范大学(仙林校区)-世纪广场,1.11,10
NJW8,28,朗诗·钟山绿郡未来墅,2.8,10
NJW8,29,南京财经大学仙林校区文化广场,1.14,10
NJW8,30,东南青年汇广场,0.55,9
NJW8,31,徐庄软件园研发三区7号楼02区,3.14,9
NJW8,32,南京徐庄软件园,3.44,9
NJW8,33,栖园南区,1.16,9
NJW8,34,南京财经大学仙林校区北苑学舍,1.85,9
NJW8,35,东方天郡西区,0.68,9
NJW8,36,南京中医药大学仙林校区中心广场,2.01,9
NJW8,37,东墅山庄,0.94,9
NJW8,38,南京白日方舟公寓,2.21,8
NJW8,39,东墅山庄,0.82,8
NJW8,40,南京仙林大学城金鹰广场亚朵酒店大堂,0.43,8
NJW8,41,南京邮电大学仙林校区樱苑,1.85,8
NJW8,42,南京中医药大学仙林校区研究生宿舍,1.95,8
NJW8,43,江苏生命科技创新园,4.53,8
NJW8,44,金鹰湖滨天地,0.09,8
NJW8,45,亚东城西区,1.71,8
NJW8,46,听泉山庄香梅苑,2.1,8
NJW8,47,金旅德必艺术盒子WE,2.07,7
NJW8,48,南京大学仙林校区学生公寓1幢,3.1,7
NJW8,49,[],3.5,7
NJW8,50,亚东城东区学府园,1.42,7
SHLK1,1,新茂大厦,0.53,27
SHLK1,2,湖滨道购物中心,0.03,17
SHLK1,3,翠湖天地5期,0.2,12
SHLK1,4,翠湖天地御苑,0.43,12
SHLK1,5,开元坊,0.93,9
SHLK1,6,企业天地1号楼,0.31,9
SHLK1,7,SOHO复兴广场A座,0.81,9
SHLK1,8,海珀·外滩二期,2.23,9
SHLK1,9,翠湖天地御苑,0.35,8
SHLK1,10,南鼎建国大厦,0.74,8
SHLK1,11,兰生大厦,0.58,8
SHLK1,12,巴卡拉西苑,0.14,8
SHLK1,13,复兴珑御南区,0.68,7
SHLK1,14,无限极大厦,0.12,7
SHLK1,15,太平洋新天地T1大厦,0.13,7
SHLK1,16,第一百货c馆,1.69,7
SHLK1,17,巴卡拉,0.14,7
SHLK1,18,翠湖天地隽荟都,0.49,7
SHLK1,19,九号商场,0.2,6
SHLK1,20,翠湖天地御苑,0.39,6
SHLK1,21,翠湖天地嘉苑,0.52,6
SHLK1,22,锦麟天地雅苑,0.51,6
SHLK1,23,锦麟天地雅苑,0.53,6
SHLK1,24,陆兴小区,1.49,6
SHLK1,25,金外滩花园,2.08,6
SHLK1,26,徐家汇路398号小区,1.37,6
SHLK1,27,明日星城1期河南南路1009弄,1.58,5
SHLK1,28,老西门公馆,0.83,5
SHLK1,29,东淮海公寓,0.94,5
SHLK1,30,翠湖天地嘉苑,0.43,5
SHLK1,31,翠湖天地5期,0.16,5
SHLK1,32,长河国际公寓·新天地,0.37,5
SHLK1,33,翠湖天地御苑,0.41,5
SHLK1,34,basePLUS佰舍服务式公寓(上海世博会博物馆滨江店),2.44,4
SHLK1,35,绿地名人坊,1.83,4
SHLK1,36,翠湖天地嘉苑,0.44,4
SHLK1,37,时代豪庭,0.38,4
SHLK1,38,海洲丽园,1.49,4
SHLK1,39,外滩中心,1.52,4
SHLK1,40,翠湖天地隽荟都,0.45,4
SHLK1,41,翠湖一号豪宅,0.36,4
SHLK1,42,华府天地,0.54,4
SHLK1,43,淮海中华大厦,0.67,4
SHLK1,44,大中里,1.58,4
SHLK1,45,桥苑公寓,0.8,4
SHLK1,46,时代豪庭,0.42,4
SHLK1,47,静安国际中心B座,3.46,4
SHLK1,48,绿城·黄浦湾1期,2.41,4
SHLK1,49,原水小区,1.48,3
SHLK1,50,南鼎建国大厦,0.73,3
SHW85,1,东冠大厦,0.51,31
SHW85,2,G60科创云廊1期,1.1,28
SHW85,3,龙湖上海云廊天街,1.09,22
SHW85,4,绿洲中心,1.36,21
SHW85,5,临港松江科技城,0.34,20
SHW85,6,G60科创云廊2号楼,1.01,20
SHW85,7,G60科创云廊1号楼,1.0,19
SHW85,8,同久创智中心,0.76,19
SHW85,9,南浔(松江)人才科创中心,0.45,19
SHW85,10,长三角G60工业互联网创新应用体验中心,1.0,18
SHW85,11,上海漕河泾开发区松江高科技园区双子楼B楼,0.21,18
SHW85,12,华亭茗苑,1.46,16
SHW85,13,绿洲中心,1.47,15
SHW85,14,悦承大楼,4.57,13
SHW85,15,棕榈广场(莘砖公路),0.74,13
SHW85,16,绿洲比华利花园,1.55,12
SHW85,17,新农河绿地广场,2.65,11
SHW85,18,象屿·上海年华,3.41,11
SHW85,19,龙湖上海云廊天街,1.05,11
SHW85,20,肥锅港式炸酱米线(乐尚天地生活广场店),8.0,11
SHW85,21,华敦建设扩建二期工程项目部生活区,1.7,10
SHW85,22,中来大厦,0.09,10
SHW85,23,科大智能机器人产业园西区,3.06,10
SHW85,24,河图公园,0.56,10
SHW85,25,同利公寓,1.41,10
SHW85,26,上海共发物流园,6.42,10
SHW85,27,金港花园二期,5.18,10
SHW85,28,伊希面包房(上海棕榈广场店),0.67,10
SHW85,29,G60科创云廊1期,1.08,9
SHW85,30,壹间公寓·新桥G60科创云廊社区,0.72,9
SHW85,31,龙湖上海云廊天街,1.0,9
SHW85,32,华亭茗苑,1.51,8
SHW85,33,凯富科技园,2.17,8
SHW85,34,G60科创云廊1号楼,1.01,8
SHW85,35,上海力塔云创天地,0.97,8
SHW85,36,龙湖上海云廊天街,1.07,8
SHW85,37,天臣总部湾,1.24,8
SHW85,38,G60科创云廊1号楼,0.98,8
SHW85,39,漕河泾·松江新兴产业园,0.64,8
SHW85,40,[],4.99,8
SHW85,41,临港卓越科技园,0.21,8
SHW85,42,龙湖上海云廊天街,0.97,8
SHW85,43,沿海·丽水馨庭,2.24,7
SHW85,44,G60科创云廊1号楼,1.13,7
SHW85,45,丽水华庭,2.03,7
SHW85,46,德鑫公寓,2.8,7
SHW85,47,北斗博阳空间信息产业园,7.65,7
SHW85,48,上海邦芯科技园,0.71,7
SHW85,49,临港松江科技城,0.46,7
SHW85,50,上海邦芯科技园,0.72,6
SHW53,1,宏业大厦(虹梅路),0.5,40
SHW53,2,星联科研大厦1号楼,0.2,22
SHW53,3,复隆研发大楼A楼,0.66,18
SHW53,4,晨光科技大厦,0.11,18
SHW53,5,漕河泾中心C栋,0.27,14
SHW53,6,凯科国际大厦,0.51,13
SHW53,7,晨光科技大厦,0.1,11
SHW53,8,凯科国际大厦,0.51,11
SHW53,9,上企置业广场A座,0.58,10
SHW53,10,上海科技绿洲6期,1.12,10
SHW53,11,凤凰园18号楼,0.36,10
SHW53,12,星联科技园1,0.18,10
SHW53,13,漕河泾中心D栋,0.27,8
SHW53,14,晨光科技大厦,0.1,8
SHW53,15,上海漕河泾现代服务业集聚区2期,0.19,8
SHW53,16,新安大楼13号楼,0.18,8
SHW53,17,漕河泾中心A栋,0.23,8
SHW53,18,星联科研大厦3号楼,0.22,7
SHW53,19,凤凰园,0.31,7
SHW53,20,新茂大楼,0.28,7
SHW53,21,虹桥基金小镇,2.34,7
SHW53,22,上海漕河泾万丽酒店-商务中心,0.21,7
SHW53,23,凤凰园13号楼,0.18,6
SHW53,24,灵魂烫捞(利丰广场店),1.22,6
SHW53,25,晨光科技大厦,0.1,6
SHW53,26,上海漕河泾现代服务业集聚区2期,0.18,6
SHW53,27,长兴园,0.69,6
SHW53,28,漕河泾开发区6C,0.55,6
SHW53,29,知识产权大楼,0.55,6
SHW53,30,华虹国际大厦,1.09,6
SHW53,31,星联科研大厦3号楼,0.22,5
SHW53,32,漕河泾现代服务园大厦A5号楼,0.1,5
SHW53,33,宏业大厦(虹梅路),0.48,5
SHW53,34,徐汇乐业天地,0.34,5
SHW53,35,中环国际广场,0.21,5
SHW53,36,上海科技绿洲3期,1.1,5
SHW53,37,星联科技园1,0.17,5
SHW53,38,漕河泾现代服务园大厦A5号楼,0.1,5
SHW53,39,凤凰园13号楼,0.19,5
SHW53,40,古美创智中心,0.73,5
SHW53,41,商汤科技大厦,0.51,4
SHW53,42,华虹国际大厦,1.06,4
SHW53,43,漕河泾现代服务业园区,0.0,4
SHW53,44,凯科国际大厦,0.51,4
SHW53,45,同济大厦,1.23,4
SHW53,46,民润大厦1号楼,0.79,4
SHW53,47,漕河泾科技绿洲南区,0.6,4
SHW53,48,上海科技绿洲3期,1.09,4
SHW53,49,宝石大楼20,0.45,4
SHW53,50,新业园6D号楼,0.59,4
SHW45,1,祥林家具(祥德路311弄小区店),1.13,27
SHW45,2,上海外国语大学虹口校区贤达经济人文学院学生公寓,0.85,25
SHW45,3,凯德虹口商业中心A座,0.14,25
SHW45,4,中虹花园锦秀文华,1.42,24
SHW45,5,申航大厦,0.98,23
SHW45,6,驰民大楼,0.32,23
SHW45,7,新神州商厦,2.09,18
SHW45,8,baseLITE佰舍服务式公寓(上海火车站同丰路店),0.94,18
SHW45,9,上海花园坊节能环保产业园A区,0.26,18
SHW45,10,驰民大楼,0.31,17
SHW45,11,宝华商业广场(四川北路商业街店),1.06,17
SHW45,12,甜爱大楼小区,0.78,17
SHW45,13,上海花园坊节能环保产业园,0.15,16
SHW45,14,上海市中医医院宿舍,1.16,16
SHW45,15,商建大楼,2.26,15
SHW45,16,广中二村,0.82,14
SHW45,17,秀·花园,0.99,14
SHW45,18,绿洲雅宾利花园2期,1.46,13
SHW45,19,华兴商厦,0.65,13
SHW45,20,嘉和国际大厦2号楼,0.25,12
SHW45,21,宝华城市花园,1.35,12
SHW45,22,上海花园坊节能环保产业园A区,0.25,12
SHW45,23,沪办大厦5号楼,2.31,12
SHW45,24,上海新湖·青蓝国际,1.09,12
SHW45,25,嘉和国际大厦-西楼,0.16,12
SHW45,26,融创青云壹号,0.67,11
SHW45,27,瑞虹新城十期,1.72,11
SHW45,28,德必运动LOFT国际体育产业园5街区A座,0.46,11
SHW45,29,何家宅小区广中支路24弄,0.35,11
SHW45,30,紫金公馆,0.89,11
SHW45,31,嘉和国际大厦东楼,0.25,10
SHW45,32,万泰广场,1.36,10
SHW45,33,三阳小区宝昌路847弄,0.91,10
SHW45,34,曲阳大厦,1.97,10
SHW45,35,兴亚广场,2.08,10
SHW45,36,绿地阳光园3号楼,0.28,10
SHW45,37,空间188创意产业园,0.57,9
SHW45,38,广盛公寓,1.05,9
SHW45,39,上海外国语大学虹口校区生活区,1.12,9
SHW45,40,大连西路544弄,0.72,9
SHW45,41,上海商务中心,2.2,9
SHW45,42,近铁虹口金融产业园,0.43,9
SHW45,43,凯德虹口商业中心B座,0.04,9
SHW45,44,赤峰小区赤峰路370弄,1.84,9
SHW45,45,华能公寓,0.47,8
SHW45,46,兴亚广场商务楼,2.07,8
SHW45,47,广灵二路380弄小区,1.52,8
SHW45,48,景云里,1.05,8
SHW45,49,运光路15弄小区,2.77,8
SHW45,50,泰康拜博口腔(龙之梦购物中心虹口龙尔店),0.08,8
BJW9,1,中粮广场,0.02,88
BJW9,2,华润大厦,0.72,30
BJW9,3,中粮广场A座,0.02,27
BJW9,4,中粮广场B座,0.08,26
BJW9,5,民生金融中心B座,0.78,20
BJW9,6,恒基中心办公楼2座,0.17,19
BJW9,7,瑞幸咖啡(外交公寓店),0.81,16
BJW9,8,好润大厦,1.76,14
BJW9,9,北京客运段高铁乘务员公寓,0.22,14
BJW9,10,华润大厦,0.71,14
BJW9,11,恒基中心办公楼1座,0.11,13
BJW9,12,昆仑万维大厦,0.73,12
BJW9,13,光华长安大厦第2座,0.24,12
BJW9,14,瑞幸咖啡(外交公寓店),0.81,11
BJW9,15,光华长安大厦第3座,0.3,10
BJW9,16,东海中心,0.78,10
BJW9,17,长安太和,0.57,10
BJW9,18,华夏银行大厦,0.63,10
BJW9,19,大羊毛胡同小区,0.19,9
BJW9,20,恒基中心办公楼2座,0.17,9
BJW9,21,金宝街(励骏酒店),1.28,9
BJW9,22,华润大厦,0.69,9
BJW9,23,英大国际大厦,0.54,9
BJW9,24,华丽大厦,0.97,9
BJW9,25,华声国际大厦,0.92,8
BJW9,26,长安太和2期,0.57,8
BJW9,27,华润大厦(东门),0.72,8
BJW9,28,新闻大厦,0.69,7
BJW9,29,鑫海大厦,1.08,7
BJW9,30,英大国际大厦,0.53,7
BJW9,31,华夏银行大厦,0.63,6
BJW9,32,北京市东城区国瑞北路3号院,1.08,6
BJW9,33,贡院六号,0.43,6
BJW9,34,凯恒中心E座,1.78,6
BJW9,35,国际大厦A座,1.02,6
BJW9,36,科锐国际,1.43,6
BJW9,37,芳嘉园胡同,1.44,6
BJW9,38,光华长安大厦第1座,0.27,6
BJW9,39,光华长安大厦,0.25,6
BJW9,40,富贵园,1.24,6
BJW9,41,长安太和一期,0.49,6
BJW9,42,中纺大厦(建国门内大街),0.65,6
BJW9,43,北京旅游大厦,0.6,6
BJW9,44,东花市北里东区,1.02,5
BJW9,45,日坛国际贸易中心B座,1.65,5
BJW9,46,汇豪阁公寓,0.09,5
BJW9,47,光华长安大厦,0.24,5
BJW9,48,中粮广场C座,0.05,5
BJW9,49,天润财富中心,0.45,5
BJW9,50,科锐国际,1.43,5
SHW105,1,正负形ART·专业画室(世纪汇广场店),0.35,29
SHW105,2,东昌新村,1.62,25
SHW105,3,凤凰添彩(平安财富大厦店),1.02,18
SHW105,4,浦东世纪大都会,0.13,15
SHW105,5,新天家园,1.22,14
SHW105,6,万科翡翠滨江,1.75,12
SHW105,7,陆家嘴中心,1.08,12
SHW105,8,陆家嘴滨江中心T1座,2.6,12
SHW105,9,梅园高层小区,0.28,12
SHW105,10,东方金融广场A楼,0.55,11
SHW105,11,兰州牛肉面(源竹小区店),0.85,10
SHW105,12,上海浦东新区潍坊社区,0.24,10
SHW105,13,竹园小区潍坊路238弄,0.54,10
SHW105,14,竹南小区潍坊路208弄,0.52,9
SHW105,15,梅园三村钱仓路402弄,1.13,9
SHW105,16,途羚公寓(民生路店),1.66,9
SHW105,17,上海光大大厦,0.74,9
SHW105,18,盛世年华花园,0.88,9
SHW105,19,轩竹大楼,0.37,9
SHW105,20,M3,0.84,8
